,Ticker,Spent,Profit,Percent,K
50, INTC,  35.040,   0.000,   0.000, 0.5
51, INTU,   0.000,   0.000,   0.000, 0.5
52, ISRG, 639.510,  38.650,   6.044, 0.5
53, JBHT,  85.870,   0.000,   0.000, 0.5
54,   JD,   0.000,   0.000,   0.000, 0.5
55, KLAC,   0.000,   0.000,   0.000, 0.5
56, LRCX,   0.000,   0.000,   0.000, 0.5
57,LBTYA,  62.470,   4.050,   6.483, 0.5
58,LBTYK,  60.860,   3.960,   6.507, 0.5
59, LILA,  47.970,   0.000,   0.000, 0.5
60,LILAK,  69.720,   0.000,   0.000, 0.5
61,LVNTA,  37.730,   2.100,   5.566, 0.5
62, QVCA,  59.530,   4.280,   7.190, 0.5
63,  MAR,   0.000,   0.000,   0.000, 0.5
64,  MAT, 115.270,   0.000,   0.000, 0.5
65, MXIM,   0.000,   0.000,   0.000, 0.5
66, MCHP,   0.000,   0.000,   0.000, 0.5
67,   MU,   0.000,   0.000,   0.000, 0.5
68, MSFT,   0.000,   0.000,   0.000, 0.5
69, MDLZ, 129.420,   4.500,   3.477, 0.5
70, MNST, 272.010,   0.000,   0.000, 0.5
71,  MYL, 114.650,   7.370,   6.428, 0.5
72, NTES,   0.000,   0.000,   0.000, 0.5
73, NFLX,   0.000,   0.000,   0.000, 0.5
74, NCLH,   0.000,   0.000,   0.000, 0.5
75, NVDA,   0.000,   0.000,   0.000, 0.5
76, ORLY,1877.960,   0.000,   0.000, 0.5
77, PCAR,   0.000,   0.000,   0.000, 0.5
78, PAYX, 290.060,   0.000,   0.000, 0.5
79, PYPL,   0.000,   0.000,   0.000, 0.5
80, QCOM, 113.340,   0.000,   0.000, 0.5
81, REGN,2946.190, 227.660,   7.727, 0.5
82, ROST,  63.490,   0.000,   0.000, 0.5
83,  STX,   0.000,   0.000,   0.000, 0.5
84, SHPG, 872.410,  77.590,   8.894, 0.5
85, SIRI,   0.000,   0.000,   0.000, 0.5
86, SWKS,   0.000,   0.000,   0.000, 0.5
87, SBUX, 108.430,   5.240,   4.833, 0.5
88, SYMC,   0.000,   0.000,   0.000, 0.5
89, TMUS,   0.000,   0.000,   0.000, 0.5
90, TSLA,   0.000,   0.000,   0.000, 0.5
91,  TXN,   0.000,   0.000,   0.000, 0.5
92,  KHC,   0.000,   0.000,   0.000, 0.5
93, PCLN,   0.000,   0.000,   0.000, 0.5
94, TSCO, 152.540,   0.000,   0.000, 0.5
95,  FOX,  26.770,   0.000,   0.000, 0.5
96, FOXA,   0.000,   0.000,   0.000, 0.5
97, ULTA,   0.000,   0.000,   0.000, 0.5
98, VRSK, 238.410,   4.280,   1.795, 0.5
99, VRTX,  74.310,  17.010,  22.891, 0.5
100, VIAB,  71.610,   6.700,   9.356, 0.5
101,  VOD,  51.080,   6.300,  12.334, 0.5
102,  WBA, 243.370,   5.810,   2.387, 0.5
103,  WDC,   0.000,   0.000,   0.000, 0.5
104, WYNN, 180.280,  25.880,  14.355, 0.5
105, XLNX,   0.000,   0.000,   0.000, 0.5
106, YHOO,   0.000,   0.000,   0.000, 0.5
