,Ticker,Spent,Profit,Percent,K
0, ATVI,   0.000,   0.000,   0.000, 1.1
1, ADBE,   0.000,   0.000,   0.000, 1.1
2, AKAM,  52.800,   0.000,   0.000, 1.1
3, ALXN, 711.160,  57.670,   8.109, 1.1
4, GOOG,   0.000,   0.000,   0.000, 1.1
5,GOOGL,   0.000,   0.000,   0.000, 1.1
6, AMZN,   0.000,   0.000,   0.000, 1.1
7,  AAL,   0.000,   0.000,   0.000, 1.1
8, AMGN, 146.210,  25.580,  17.495, 1.1
9,  ADI,   0.000,   0.000,   0.000, 1.1
10, AAPL,   0.000,   0.000,   0.000, 1.1
11, AMAT,   0.000,   0.000,   0.000, 1.1
12, ADSK,   0.000,   0.000,   0.000, 1.1
13,  ADP,   0.000,   0.000,   0.000, 1.1
14, BIDU,   0.000,   0.000,   0.000, 1.1
15, BIIB, 540.130,   0.000,   0.000, 1.1
16, BMRN,   0.000,   0.000,   0.000, 1.1
17, AVGO,   0.000,   0.000,   0.000, 1.1
18,   CA,  62.160,   0.000,   0.000, 1.1
19, CELG,   0.000,   0.000,   0.000, 1.1
20, CERN,  48.040,  16.710,  34.784, 1.1
21, CHTR,   0.000,   0.000,   0.000, 1.1
22, CHKP,   0.000,   0.000,   0.000, 1.1
23, CTAS,   0.000,   0.000,   0.000, 1.1
24, CSCO,   0.000,   0.000,   0.000, 1.1
25, CTXS,   0.000,   0.000,   0.000, 1.1
26, CTSH,  52.590,   7.660,  14.566, 1.1
27,CMCSA,   0.000,   0.000,   0.000, 1.1
28, COST,   0.000,   0.000,   0.000, 1.1
29,  CSX,   0.000,   0.000,   0.000, 1.1
30, CTRP,  39.980,   7.080,  17.709, 1.1
31, XRAY, 116.480,   8.880,   7.624, 1.1
32,DISCA,  25.580,   0.000,   0.000, 1.1
33,DISCK,  24.810,   0.000,   0.000, 1.1
34, DISH,   0.000,   0.000,   0.000, 1.1
35, DLTR, 377.070,   0.000,   0.000, 1.1
36, EBAY,   0.000,   0.000,   0.000, 1.1
37,   EA,   0.000,   0.000,   0.000, 1.1
38, EXPE,   0.000,   0.000,   0.000, 1.1
39, ESRX, 471.210,   0.000,   0.000, 1.1
40,   FB,   0.000,   0.000,   0.000, 1.1
41, FAST,   0.000,   0.000,   0.000, 1.1
42, FISV,   0.000,   0.000,   0.000, 1.1
43, GILD, 421.110,   0.000,   0.000, 1.1
44,  HAS,  78.360,   8.400,  10.720, 1.1
45, HSIC, 152.790,  20.390,  13.345, 1.1
46, HOLX,   0.000,   0.000,   0.000, 1.1
47, IDXX,   0.000,   0.000,   0.000, 1.1
48, ILMN, 128.750,  43.540,  33.817, 1.1
49, INCY,   0.000,   0.000,   0.000, 1.1
50, INTC,   0.000,   0.000,   0.000, 1.1
51, INTU,   0.000,   0.000,   0.000, 1.1
52, ISRG,   0.000,   0.000,   0.000, 1.1
53, JBHT,   0.000,   0.000,   0.000, 1.1
54,   JD,   0.000,   0.000,   0.000, 1.1
55, KLAC,   0.000,   0.000,   0.000, 1.1
56, LRCX,   0.000,   0.000,   0.000, 1.1
57,LBTYA,  30.850,   0.000,   0.000, 1.1
58,LBTYK,  29.670,   0.000,   0.000, 1.1
59, LILA,  63.140,   0.000,   0.000, 1.1
60,LILAK,  62.570,   0.000,   0.000, 1.1
61,LVNTA,  37.730,   2.830,   7.501, 1.1
62, QVCA,  95.080,  23.420,  24.632, 1.1
63,  MAR,   0.000,   0.000,   0.000, 1.1
64,  MAT,  84.240,   0.000,   0.000, 1.1
65, MXIM,   0.000,   0.000,   0.000, 1.1
66, MCHP,   0.000,   0.000,   0.000, 1.1
67,   MU,   0.000,   0.000,   0.000, 1.1
68, MSFT,   0.000,   0.000,   0.000, 1.1
69, MDLZ,  42.500,   2.880,   6.776, 1.1
70, MNST,  87.440,   0.000,   0.000, 1.1
71,  MYL, 111.730,   0.000,   0.000, 1.1
72, NTES,   0.000,   0.000,   0.000, 1.1
73, NFLX,   0.000,   0.000,   0.000, 1.1
74, NCLH,   0.000,   0.000,   0.000, 1.1
75, NVDA,   0.000,   0.000,   0.000, 1.1
76, ORLY,1042.840,   0.000,   0.000, 1.1
77, PCAR,   0.000,   0.000,   0.000, 1.1
78, PAYX,   0.000,   0.000,   0.000, 1.1
79, PYPL,   0.000,   0.000,   0.000, 1.1
80, QCOM, 218.370,   0.000,   0.000, 1.1
81, REGN,1428.990, 308.250,  21.571, 1.1
82, ROST,  62.350,   0.000,   0.000, 1.1
83,  STX,   0.000,   0.000,   0.000, 1.1
84, SHPG, 506.890,   0.000,   0.000, 1.1
85, SIRI,   0.000,   0.000,   0.000, 1.1
86, SWKS,   0.000,   0.000,   0.000, 1.1
87, SBUX,  53.900,   4.260,   7.904, 1.1
88, SYMC,   0.000,   0.000,   0.000, 1.1
89, TMUS,   0.000,   0.000,   0.000, 1.1
90, TSLA,   0.000,   0.000,   0.000, 1.1
91,  TXN,   0.000,   0.000,   0.000, 1.1
92,  KHC,   0.000,   0.000,   0.000, 1.1
93, PCLN,   0.000,   0.000,   0.000, 1.1
94, TSCO,  64.610,   0.000,   0.000, 1.1
95,  FOX,   0.000,   0.000,   0.000, 1.1
96, FOXA,   0.000,   0.000,   0.000, 1.1
97, ULTA,   0.000,   0.000,   0.000, 1.1
98, VRSK, 316.160,   0.000,   0.000, 1.1
99, VRTX,  74.310,  33.700,  45.351, 1.1
100, VIAB, 108.020,   8.740,   8.091, 1.1
101,  VOD,  76.020,   0.000,   0.000, 1.1
102,  WBA,   0.000,   0.000,   0.000, 1.1
103,  WDC,   0.000,   0.000,   0.000, 1.1
104, WYNN,  88.340,  14.740,  16.686, 1.1
105, XLNX,   0.000,   0.000,   0.000, 1.1
106, YHOO,   0.000,   0.000,   0.000, 1.1
