,Ticker,Spent,Profit,Percent,K
0, ATVI,   0.000,   0.000,   0.000, 2.0
1, ADBE,   0.000,   0.000,   0.000, 2.0
2, AKAM,  47.500,   0.000,   0.000, 2.0
3, ALXN,   0.000,   0.000,   0.000, 2.0
4, GOOG,   0.000,   0.000,   0.000, 2.0
5,GOOGL,   0.000,   0.000,   0.000, 2.0
6, AMZN,   0.000,   0.000,   0.000, 2.0
7,  AAL,   0.000,   0.000,   0.000, 2.0
8, AMGN,   0.000,   0.000,   0.000, 2.0
9,  ADI,   0.000,   0.000,   0.000, 2.0
10, AAPL,   0.000,   0.000,   0.000, 2.0
11, AMAT,   0.000,   0.000,   0.000, 2.0
12, ADSK,   0.000,   0.000,   0.000, 2.0
13,  ADP,   0.000,   0.000,   0.000, 2.0
14, BIDU,   0.000,   0.000,   0.000, 2.0
15, BIIB, 509.260,   0.000,   0.000, 2.0
16, BMRN,   0.000,   0.000,   0.000, 2.0
17, AVGO,   0.000,   0.000,   0.000, 2.0
18,   CA,   0.000,   0.000,   0.000, 2.0
19, CELG,   0.000,   0.000,   0.000, 2.0
20, CERN,   0.000,   0.000,   0.000, 2.0
21, CHTR,   0.000,   0.000,   0.000, 2.0
22, CHKP,   0.000,   0.000,   0.000, 2.0
23, CTAS,   0.000,   0.000,   0.000, 2.0
24, CSCO,   0.000,   0.000,   0.000, 2.0
25, CTXS,   0.000,   0.000,   0.000, 2.0
26, CTSH,   0.000,   0.000,   0.000, 2.0
27,CMCSA,   0.000,   0.000,   0.000, 2.0
28, COST,   0.000,   0.000,   0.000, 2.0
29,  CSX,   0.000,   0.000,   0.000, 2.0
30, CTRP,   0.000,   0.000,   0.000, 2.0
31, XRAY,  56.550,   8.770,  15.508, 2.0
32,DISCA,   0.000,   0.000,   0.000, 2.0
33,DISCK,   0.000,   0.000,   0.000, 2.0
34, DISH,   0.000,   0.000,   0.000, 2.0
35, DLTR,   0.000,   0.000,   0.000, 2.0
36, EBAY,   0.000,   0.000,   0.000, 2.0
37,   EA,   0.000,   0.000,   0.000, 2.0
38, EXPE,   0.000,   0.000,   0.000, 2.0
39, ESRX, 252.550,   0.000,   0.000, 2.0
40,   FB,   0.000,   0.000,   0.000, 2.0
41, FAST,   0.000,   0.000,   0.000, 2.0
42, FISV,   0.000,   0.000,   0.000, 2.0
43, GILD,  66.830,   0.000,   0.000, 2.0
44,  HAS,   0.000,   0.000,   0.000, 2.0
45, HSIC,   0.000,   0.000,   0.000, 2.0
46, HOLX,   0.000,   0.000,   0.000, 2.0
47, IDXX,   0.000,   0.000,   0.000, 2.0
48, ILMN,   0.000,   0.000,   0.000, 2.0
49, INCY,   0.000,   0.000,   0.000, 2.0
50, INTC,   0.000,   0.000,   0.000, 2.0
51, INTU,   0.000,   0.000,   0.000, 2.0
52, ISRG,   0.000,   0.000,   0.000, 2.0
53, JBHT,   0.000,   0.000,   0.000, 2.0
54,   JD,   0.000,   0.000,   0.000, 2.0
55, KLAC,   0.000,   0.000,   0.000, 2.0
56, LRCX,   0.000,   0.000,   0.000, 2.0
57,LBTYA,   0.000,   0.000,   0.000, 2.0
58,LBTYK,   0.000,   0.000,   0.000, 2.0
59, LILA,   0.000,   0.000,   0.000, 2.0
60,LILAK,   0.000,   0.000,   0.000, 2.0
61,LVNTA,  36.870,   4.600,  12.476, 2.0
62, QVCA,   0.000,   0.000,   0.000, 2.0
63,  MAR,   0.000,   0.000,   0.000, 2.0
64,  MAT, 101.080,   0.000,   0.000, 2.0
65, MXIM,   0.000,   0.000,   0.000, 2.0
66, MCHP,   0.000,   0.000,   0.000, 2.0
67,   MU,   0.000,   0.000,   0.000, 2.0
68, MSFT,   0.000,   0.000,   0.000, 2.0
69, MDLZ,   0.000,   0.000,   0.000, 2.0
70, MNST,   0.000,   0.000,   0.000, 2.0
71,  MYL,   0.000,   0.000,   0.000, 2.0
72, NTES,   0.000,   0.000,   0.000, 2.0
73, NFLX,   0.000,   0.000,   0.000, 2.0
74, NCLH,   0.000,   0.000,   0.000, 2.0
75, NVDA,   0.000,   0.000,   0.000, 2.0
76, ORLY,1010.100,   0.000,   0.000, 2.0
77, PCAR,   0.000,   0.000,   0.000, 2.0
78, PAYX,   0.000,   0.000,   0.000, 2.0
79, PYPL,   0.000,   0.000,   0.000, 2.0
80, QCOM,   0.000,   0.000,   0.000, 2.0
81, REGN,   0.000,   0.000,   0.000, 2.0
82, ROST,   0.000,   0.000,   0.000, 2.0
83,  STX,   0.000,   0.000,   0.000, 2.0
84, SHPG, 161.710,   0.000,   0.000, 2.0
85, SIRI,   0.000,   0.000,   0.000, 2.0
86, SWKS,   0.000,   0.000,   0.000, 2.0
87, SBUX,   0.000,   0.000,   0.000, 2.0
88, SYMC,   0.000,   0.000,   0.000, 2.0
89, TMUS,   0.000,   0.000,   0.000, 2.0
90, TSLA,   0.000,   0.000,   0.000, 2.0
91,  TXN,   0.000,   0.000,   0.000, 2.0
92,  KHC,   0.000,   0.000,   0.000, 2.0
93, PCLN,   0.000,   0.000,   0.000, 2.0
94, TSCO,  57.730,   0.000,   0.000, 2.0
95,  FOX,   0.000,   0.000,   0.000, 2.0
96, FOXA,   0.000,   0.000,   0.000, 2.0
97, ULTA,   0.000,   0.000,   0.000, 2.0
98, VRSK, 233.950,   0.000,   0.000, 2.0
99, VRTX,   0.000,   0.000,   0.000, 2.0
100, VIAB,   0.000,   0.000,   0.000, 2.0
101,  VOD,  24.390,   0.000,   0.000, 2.0
102,  WBA,   0.000,   0.000,   0.000, 2.0
103,  WDC,   0.000,   0.000,   0.000, 2.0
104, WYNN,   0.000,   0.000,   0.000, 2.0
105, XLNX,   0.000,   0.000,   0.000, 2.0
106, YHOO,   0.000,   0.000,   0.000, 2.0
