1.0,14.196
1.0,15.445
1.0,15.044
1.0,6.114
1.0,26.733
1.0,12.378
1.0,8.931
1.0,17.957
1.05,14.839
1.05,15.044
1.05,6.196
1.05,26.733
1.05,11.914
1.05,10.383
1.05,16.544
1.1,15.773
1.1,15.044
1.1,6.196
1.1,27.524
1.1,12.078
1.1,12.558
1.1,16.544
1.15,17.006
1.15,6.157
1.15,28.059
1.15,12.864
1.15,14.197
1.15,18.919
1.2,17.016
1.2,6.286
1.2,29.362
1.2,14.496
1.2,17.308
1.2,11.49
1.25,16.902
1.25,6.286
1.25,30.159
1.25,14.636
1.25,19.097
1.25,11.49
1.3,16.902
1.3,7.698
1.3,30.159
1.3,15.85
1.3,19.17
1.3,14.584
1.35,16.902
1.35,7.698
1.35,31.734
1.35,15.85
1.35,19.17
1.35,15.921
1.4,19.623
1.4,7.698
1.4,16.137
1.4,21.129
1.4,22.64
1.45,19.623
1.45,7.698
1.45,17.042
1.45,20.543
1.45,28.628
1.5,23.69
1.5,17.042
1.5,21.085
1.5,30.56
1.55,21.871
1.55,18.216
1.55,30.56
1.6,21.871
1.6,18.216
1.6,32.3
1.65,22.725
1.65,20.191
1.65,32.526
1.7,22.283
1.7,33.601
1.75,23.617
1.75,35.519
1.8,24.051
1.8,35.519
1.85,24.436
1.85,43.445
1.9,27.928
1.9,45.498
1.95,27.928
1.95,45.498
