,Ticker,Spent,Profit,Percent,K
0, ATVI,   0.000,   0.000,   0.000, 1.2
1, ADBE,   0.000,   0.000,   0.000, 1.2
2, AKAM,  52.800,   0.000,   0.000, 1.2
3, ALXN,2343.470,   0.000,   0.000, 1.2
4, GOOG,   0.000,   0.000,   0.000, 1.2
5,GOOGL, 685.200, 106.140,  15.490, 1.2
6, AMZN,   0.000,   0.000,   0.000, 1.2
7,  AAL,  32.940,   8.550,  25.956, 1.2
8, AMGN, 579.060,  98.270,  16.971, 1.2
9,  ADI,  52.550,   8.140,  15.490, 1.2
10, AAPL, 281.450,  53.860,  19.137, 1.2
11, AMAT,   0.000,   0.000,   0.000, 1.2
12, ADSK,   0.000,   0.000,   0.000, 1.2
13,  ADP,   0.000,   0.000,   0.000, 1.2
14, BIDU, 161.670,  22.320,  13.806, 1.2
15, BIIB, 524.070,  48.970,   9.344, 1.2
16, BMRN,  74.610,  21.460,  28.763, 1.2
17, AVGO,   0.000,   0.000,   0.000, 1.2
18,   CA,  31.210,   0.000,   0.000, 1.2
19, CELG, 691.260, 129.580,  18.745, 1.2
20, CERN, 105.520,  21.270,  20.157, 1.2
21, CHKP, 385.930,  43.570,  11.290, 1.2
22, CTAS,   0.000,   0.000,   0.000, 1.2
23, CSCO,   0.000,   0.000,   0.000, 1.2
24, CTXS,   0.000,   0.000,   0.000, 1.2
25, CTSH, 325.500,  32.700,  10.046, 1.2
26,CMCSA,   0.000,   0.000,   0.000, 1.2
27, COST, 285.740,  41.420,  14.496, 1.2
28,  CSX,   0.000,   0.000,   0.000, 1.2
29, CTRP,  41.000,   6.060,  14.780, 1.2
30, XRAY, 290.530,  27.070,   9.317, 1.2
31,DISCA, 251.410,  29.320,  11.662, 1.2
32,DISCK, 169.830,  18.900,  11.129, 1.2
33, DISH,  45.430,   9.500,  20.911, 1.2
34, DLTR, 598.050,   0.000,   0.000, 1.2
35, EBAY,  69.410,  20.380,  29.362, 1.2
36,   EA,   0.000,   0.000,   0.000, 1.2
37, EXPE, 101.760,  17.360,  17.060, 1.2
38, ESRX, 602.430,  21.950,   3.644, 1.2
39,   FB,   0.000,   0.000,   0.000, 1.2
40, FAST, 160.150,  29.450,  18.389, 1.2
41, FISV,   0.000,   0.000,   0.000, 1.2
42, GILD,1144.100,   0.000,   0.000, 1.2
43,  HAS,  78.720,   8.040,  10.213, 1.2
44, HSIC, 618.880,  77.840,  12.578, 1.2
45, HOLX, 134.390,  21.530,  16.021, 1.2
46, IDXX,   0.000,   0.000,   0.000, 1.2
47, ILMN,1631.560, 506.480,  31.043, 1.2
48, INCY,  70.620,  23.670,  33.517, 1.2
49, INTC,   0.000,   0.000,   0.000, 1.2
50, INTU,   0.000,   0.000,   0.000, 1.2
51, ISRG,   0.000,   0.000,   0.000, 1.2
52, JBHT,   0.000,   0.000,   0.000, 1.2
53,   JD,  90.860,  20.140,  22.166, 1.2
54, KLAC,   0.000,   0.000,   0.000, 1.2
55, LRCX,   0.000,   0.000,   0.000, 1.2
56,LBTYA, 314.880,  45.550,  14.466, 1.2
57,LBTYK, 249.530,  27.520,  11.029, 1.2
58, LILA, 218.340,   0.000,   0.000, 1.2
59,LILAK, 155.930,   0.000,   0.000, 1.2
60, QVCA, 133.290,   8.910,   6.685, 1.2
61,  MAR,  61.210,  11.670,  19.066, 1.2
62,  MAT, 146.460,   0.000,   0.000, 1.2
63, MXIM,   0.000,   0.000,   0.000, 1.2
