,Ticker,Spent,Profit,Percent,K
64, MCHP,   0.000,   0.000,   0.000, 1.2
65,   MU,  32.160,  12.630,  39.272, 1.2
66, MSFT,   0.000,   0.000,   0.000, 1.2
67, MDLZ, 162.600,  18.020,  11.082, 1.2
68, MNST, 432.490,  16.870,   3.901, 1.2
69,  MYL, 468.730,   0.000,   0.000, 1.2
70, NTES,   0.000,   0.000,   0.000, 1.2
71, NFLX, 447.870, 146.080,  32.617, 1.2
72, NCLH, 472.410,  56.580,  11.977, 1.2
73, NVDA,   0.000,   0.000,   0.000, 1.2
74, ORLY,1293.770,  32.200,   2.489, 1.2
75, PCAR,   0.000,   0.000,   0.000, 1.2
76, PAYX,   0.000,   0.000,   0.000, 1.2
77, PYPL,   0.000,   0.000,   0.000, 1.2
78, QCOM, 163.460,   0.000,   0.000, 1.2
79, REGN,4540.300, 528.410,  11.638, 1.2
80, ROST,  62.350,   0.000,   0.000, 1.2
81,  STX,  97.680,  48.360,  49.509, 1.2
82, SHPG,1162.710,  38.720,   3.330, 1.2
83, SIRI,   0.000,   0.000,   0.000, 1.2
84, SWKS, 189.440,  41.260,  21.780, 1.2
85, SBUX, 603.970,  48.440,   8.020, 1.2
86, SYMC,  37.030,   4.810,  12.989, 1.2
87, TMUS,   0.000,   0.000,   0.000, 1.2
88, TSLA, 741.390, 209.610,  28.273, 1.2
89,  TXN,   0.000,   0.000,   0.000, 1.2
90,  KHC,   0.000,   0.000,   0.000, 1.2
91, PCLN,   0.000,   0.000,   0.000, 1.2
92, TSCO, 515.280,   0.000,   0.000, 1.2
93,  FOX,  78.770,  10.600,  13.457, 1.2
94, FOXA,  25.590,   4.080,  15.944, 1.2
95, ULTA,   0.000,   0.000,   0.000, 1.2
96, VRSK, 395.690,   0.000,   0.000, 1.2
97, VRTX, 578.340, 177.730,  30.731, 1.2
98, VIAB, 325.090,  60.980,  18.758, 1.2
99,  VOD, 262.690,   0.000,   0.000, 1.2
100,  WBA, 153.660,  15.000,   9.762, 1.2
101,  WDC, 139.460,  28.930,  20.744, 1.2
102, WYNN, 176.560,  29.600,  16.765, 1.2
103, XLNX,   0.000,   0.000,   0.000, 1.2
104, YHOO,   0.000,   0.000,   0.000, 1.2
