,Ticker,Spent,Profit,Percent,K
64,  MAT,  83.840,   0.000,   0.000, 1.2
65, MXIM,   0.000,   0.000,   0.000, 1.2
66, MCHP,   0.000,   0.000,   0.000, 1.2
67,   MU,   0.000,   0.000,   0.000, 1.2
68, MSFT,   0.000,   0.000,   0.000, 1.2
69, MDLZ,   0.000,   0.000,   0.000, 1.2
70, MNST, 174.410,   0.000,   0.000, 1.2
71,  MYL, 146.350,   0.000,   0.000, 1.2
72, NTES,   0.000,   0.000,   0.000, 1.2
73, NFLX,   0.000,   0.000,   0.000, 1.2
74, NCLH,   0.000,   0.000,   0.000, 1.2
75, NVDA,   0.000,   0.000,   0.000, 1.2
76, ORLY,1040.770,   0.000,   0.000, 1.2
77, PCAR,   0.000,   0.000,   0.000, 1.2
78, PAYX,   0.000,   0.000,   0.000, 1.2
79, PYPL,   0.000,   0.000,   0.000, 1.2
80, QCOM, 163.460,   0.000,   0.000, 1.2
81, REGN,1066.290, 236.640,  22.193, 1.2
82, ROST,  62.350,   0.000,   0.000, 1.2
83,  STX,   0.000,   0.000,   0.000, 1.2
84, SHPG, 505.170,   0.000,   0.000, 1.2
85, SIRI,   0.000,   0.000,   0.000, 1.2
86, SWKS,   0.000,   0.000,   0.000, 1.2
87, SBUX,   0.000,   0.000,   0.000, 1.2
88, SYMC,   0.000,   0.000,   0.000, 1.2
89, TMUS,   0.000,   0.000,   0.000, 1.2
90, TSLA,   0.000,   0.000,   0.000, 1.2
91,  TXN,   0.000,   0.000,   0.000, 1.2
92,  KHC,   0.000,   0.000,   0.000, 1.2
93, PCLN,   0.000,   0.000,   0.000, 1.2
94, TSCO, 191.740,   0.000,   0.000, 1.2
95,  FOX,   0.000,   0.000,   0.000, 1.2
96, FOXA,   0.000,   0.000,   0.000, 1.2
97, ULTA,   0.000,   0.000,   0.000, 1.2
98, VRSK, 395.690,   0.000,   0.000, 1.2
99, VRTX,  74.310,  33.700,  45.351, 1.2
100, VIAB,  70.100,   8.740,  12.468, 1.2
101,  VOD,  75.730,   0.000,   0.000, 1.2
102,  WBA,   0.000,   0.000,   0.000, 1.2
103,  WDC,   0.000,   0.000,   0.000, 1.2
104, WYNN,  88.340,  14.740,  16.686, 1.2
105, XLNX,   0.000,   0.000,   0.000, 1.2
106, YHOO,   0.000,   0.000,   0.000, 1.2
