,Ticker,Spent,Profit,Percent,K
0, ATVI,  39.152,   7.918,  20.224, 1.2
1, ADBE,   0.000,   0.000,   0.000, 1.2
2, AKAM,  60.743,   0.000,   0.000, 1.2
3, ALXN, 248.208,   9.380,   3.779, 1.2
4, GOOG,   0.000,   0.000,   0.000, 1.2
5,GOOGL,   0.000,   0.000,   0.000, 1.2
6, AMZN,   0.000,   0.000,   0.000, 1.2
7,  AAL,   0.000,   0.000,   0.000, 1.2
8, AMGN, 147.883,  30.357,  20.527, 1.2
9,  ADI,   0.000,   0.000,   0.000, 1.2
10, AAPL,   0.000,   0.000,   0.000, 1.2
11, AMAT,   0.000,   0.000,   0.000, 1.2
12, ADSK,   0.000,   0.000,   0.000, 1.2
13,  ADP,   0.000,   0.000,   0.000, 1.2
14, BIDU, 168.787,  15.523,   9.197, 1.2
15, BIIB, 285.576,   0.000,   0.000, 1.2
16, BMRN,  85.015,   7.485,   8.804, 1.2
17, AVGO,   0.000,   0.000,   0.000, 1.2
18,   CA,  31.763,   0.000,   0.000, 1.2
19, CELG,   0.000,   0.000,   0.000, 1.2
20, CERN,  52.056,   7.394,  14.203, 1.2
21, CHKP,   0.000,   0.000,   0.000, 1.2
22, CTAS,   0.000,   0.000,   0.000, 1.2
23, CSCO,   0.000,   0.000,   0.000, 1.2
24, CTXS,   0.000,   0.000,   0.000, 1.2
25, CTSH,  53.842,   5.658,  10.509, 1.2
26,CMCSA,   0.000,   0.000,   0.000, 1.2
27, COST, 152.162,  11.648,   7.655, 1.2
28,  CSX,   0.000,   0.000,   0.000, 1.2
29, CTRP,  43.441,   4.069,   9.366, 1.2
30, XRAY,  59.193,   3.747,   6.330, 1.2
31,DISCA,   0.000,   0.000,   0.000, 1.2
32,DISCK,   0.000,   0.000,   0.000, 1.2
33, DISH,   0.000,   0.000,   0.000, 1.2
34, DLTR,  81.229,   0.000,   0.000, 1.2
35, EBAY,   0.000,   0.000,   0.000, 1.2
36,   EA,   0.000,   0.000,   0.000, 1.2
37, EXPE,   0.000,   0.000,   0.000, 1.2
38, ESRX,  72.188,   0.000,   0.000, 1.2
39,   FB, 120.318,  10.002,   8.313, 1.2
40, FAST,  44.093,   4.237,   9.610, 1.2
41, FISV, 102.890,   3.390,   3.294, 1.2
42, GILD,  74.255,   0.000,   0.000, 1.2
43,  HAS,   0.000,   0.000,   0.000, 1.2
44, HSIC, 152.842,  18.408,  12.044, 1.2
45, HOLX,   0.000,   0.000,   0.000, 1.2
46, IDXX,   0.000,   0.000,   0.000, 1.2
47, ILMN, 133.981,  32.839,  24.510, 1.2
48, INCY,   0.000,   0.000,   0.000, 1.2
49, INTC,  35.796,   0.000,   0.000, 1.2
50, INTU,   0.000,   0.000,   0.000, 1.2
51, ISRG, 653.903,  81.447,  12.456, 1.2
52, JBHT,   0.000,   0.000,   0.000, 1.2
53,   JD,   0.000,   0.000,   0.000, 1.2
54, KLAC,   0.000,   0.000,   0.000, 1.2
55, LRCX,   0.000,   0.000,   0.000, 1.2
56,LBTYA,  31.386,   4.124,  13.140, 1.2
57,LBTYK,  30.531,   4.259,  13.950, 1.2
58, LILA,  23.082,   0.000,   0.000, 1.2
59,LILAK,  22.705,   0.000,   0.000, 1.2
60, QVCA,  19.964,   3.736,  18.712, 1.2
61,  MAR,   0.000,   0.000,   0.000, 1.2
62,  MAT,  30.677,   0.000,   0.000, 1.2
63, MXIM,   0.000,   0.000,   0.000, 1.2
64, MCHP,   0.000,   0.000,   0.000, 1.2
65,   MU,   0.000,   0.000,   0.000, 1.2
66, MSFT,   0.000,   0.000,   0.000, 1.2
67, MDLZ,  42.995,   1.205,   2.803, 1.2
68, MNST,  45.371,   0.000,   0.000, 1.2
69,  MYL,  76.907,   1.963,   2.552, 1.2
70, NTES,   0.000,   0.000,   0.000, 1.2
71, NFLX,   0.000,   0.000,   0.000, 1.2
72, NCLH,  40.131,   5.489,  13.678, 1.2
73, NVDA,   0.000,   0.000,   0.000, 1.2
74, ORLY, 546.214,   8.284,   1.517, 1.2
75, PCAR,   0.000,   0.000,   0.000, 1.2
76, PAYX,   0.000,   0.000,   0.000, 1.2
77, PYPL,   0.000,   0.000,   0.000, 1.2
78, QCOM,  60.917,   0.000,   0.000, 1.2
79, REGN, 379.024,  61.406,  16.201, 1.2
80, ROST,  64.960,   0.000,   0.000, 1.2
81,  STX,   0.000,   0.000,   0.000, 1.2
82, SHPG, 175.013,   0.000,   0.000, 1.2
83, SIRI,   0.000,   0.000,   0.000, 1.2
84, SWKS,   0.000,   0.000,   0.000, 1.2
85, SBUX,  55.709,   1.421,   2.551, 1.2
86, SYMC,   0.000,   0.000,   0.000, 1.2
87, TMUS,   0.000,   0.000,   0.000, 1.2
88, TSLA, 194.353,  57.577,  29.625, 1.2
89,  TXN,   0.000,   0.000,   0.000, 1.2
90,  KHC,  84.953,   4.827,   5.682, 1.2
91, PCLN,   0.000,   0.000,   0.000, 1.2
92, TSCO,  71.185,   0.000,   0.000, 1.2
93,  FOX,  27.073,   1.267,   4.680, 1.2
94, FOXA,  27.205,   1.335,   4.909, 1.2
95, ULTA,   0.000,   0.000,   0.000, 1.2
96, VRSK,  82.056,   0.000,   0.000, 1.2
