,Ticker,Spent,Profit,Percent,K
58, LILA,  71.205,   4.876,   6.848, 1.2
59,LILAK,  75.060,   2.723,   3.628, 1.2
60, QVCA,  51.092,  -1.092,  -2.137, 1.2
61,  MAR,  64.022,   8.188,  12.789, 1.2
62,  MAT,  31.736,   0.000,   0.000, 1.2
63, MXIM,  33.231,   4.219,  12.697, 1.2
64, MCHP,  43.647,   4.733,  10.844, 1.2
65,   MU,  11.387,   2.353,  20.664, 1.2
66, MSFT,  51.649,   6.551,  12.683, 1.2
67, MDLZ,  83.973,   5.297,   6.308, 1.2
68, MNST,  92.825,   6.093,   6.564, 1.2
69,  MYL,  88.994, -10.125, -11.377, 1.2
70, NTES, 144.429,  28.571,  19.782, 1.2
71, NFLX,  98.283,   5.047,   5.135, 1.2
72, NCLH,  47.745,  -2.125,  -4.451, 1.2
73, NVDA,   0.000,   0.000,   0.000, 1.2
74, ORLY, 545.398,   9.100,   1.669, 1.2
75, PCAR,  49.092,  11.138,  22.688, 1.2
76, PAYX,   0.000,   0.000,   0.000, 1.2
77, PYPL,  35.224,   4.186,  11.883, 1.2
78, QCOM, 109.026,   6.771,   6.210, 1.2
79, REGN, 821.410,  25.380,   3.090, 1.2
80, ROST,  64.960,   0.000,   0.000, 1.2
81,  STX,  31.723,   2.197,   6.924, 1.2
82, SHPG, 352.655,  23.906,   6.779, 1.2
83, SIRI,   3.700,   0.250,   6.751, 1.2
84, SWKS,  66.081,  10.009,  15.147, 1.2
85, SBUX,  58.674,  -1.544,  -2.632, 1.2
86, SYMC,  19.489,   0.961,   4.930, 1.2
87, TMUS,  37.911,   2.769,   7.303, 1.2
88, TSLA, 623.125,  91.105,  14.621, 1.2
89,  TXN,  52.219,   4.801,   9.194, 1.2
90,  KHC, 158.997,   7.373,   4.637, 1.2
91, PCLN,1168.366, 185.004,  15.834, 1.2
92, TSCO, 173.545,   9.775,   5.632, 1.2
93,  FOX,  55.037,   3.423,   6.219, 1.2
94, FOXA,  54.709,   4.091,   7.479, 1.2
95, ULTA,   0.000,   0.000,   0.000, 1.2
96, VRSK, 154.028,   6.638,   4.310, 1.2
97, VRTX, 182.403,   3.957,   2.169, 1.2
98, VIAB,  80.336,   8.764,  10.909, 1.2
99,  VOD,  63.076,   3.417,   5.418, 1.2
100,  WBA,  79.323,   3.177,   4.006, 1.2
101,  WDC,  47.711,   4.599,   9.640, 1.2
102, WYNN, 163.919,  35.521,  21.670, 1.2
103, XLNX,  45.694,   5.396,  11.808, 1.2
104, YHOO,  30.427,   5.903,  19.402, 1.2
