,Ticker,Spent,Profit,Percent,K
0, ATVI,   0.000,   0.000,   0.000, 1.2
1, ADBE,   0.000,   0.000,   0.000, 1.2
2, AKAM,  52.800,   0.000,   0.000, 1.2
3, ALXN,1649.250,   0.000,   0.000, 1.2
4, GOOG,   0.000,   0.000,   0.000, 1.2
5,GOOGL,   0.000,   0.000,   0.000, 1.2
6, AMZN,   0.000,   0.000,   0.000, 1.2
7,  AAL,   0.000,   0.000,   0.000, 1.2
8, AMGN, 434.480,  80.890,  18.618, 1.2
9,  ADI,   0.000,   0.000,   0.000, 1.2
10, AAPL,   0.000,   0.000,   0.000, 1.2
11, AMAT,   0.000,   0.000,   0.000, 1.2
12, ADSK,   0.000,   0.000,   0.000, 1.2
13,  ADP,   0.000,   0.000,   0.000, 1.2
14, BIDU, 161.670,  22.320,  13.806, 1.2
15, BIIB, 271.210,   0.000,   0.000, 1.2
16, BMRN,   0.000,   0.000,   0.000, 1.2
17, AVGO,   0.000,   0.000,   0.000, 1.2
18,   CA,  31.210,   0.000,   0.000, 1.2
19, CELG, 197.410,  42.730,  21.645, 1.2
20, CERN,  52.320,  12.430,  23.758, 1.2
21, CHKP, 305.260,  38.340,  12.560, 1.2
22, CTAS,   0.000,   0.000,   0.000, 1.2
23, CSCO,   0.000,   0.000,   0.000, 1.2
24, CTXS,   0.000,   0.000,   0.000, 1.2
25, CTSH, 213.620,  25.180,  11.787, 1.2
26,CMCSA,   0.000,   0.000,   0.000, 1.2
27, COST, 144.450,  19.010,  13.160, 1.2
28,  CSX,   0.000,   0.000,   0.000, 1.2
29, CTRP,  41.000,   6.060,  14.780, 1.2
30, XRAY, 290.530,  27.070,   9.317, 1.2
31,DISCA,  99.950,  10.680,  10.685, 1.2
32,DISCK,  48.480,   3.650,   7.529, 1.2
33, DISH,   0.000,   0.000,   0.000, 1.2
34, DLTR, 598.050,   0.000,   0.000, 1.2
35, EBAY,   0.000,   0.000,   0.000, 1.2
36,   EA,   0.000,   0.000,   0.000, 1.2
37, EXPE,   0.000,   0.000,   0.000, 1.2
38, ESRX, 602.430,  21.950,   3.644, 1.2
39,   FB,   0.000,   0.000,   0.000, 1.2
40, FAST, 160.150,  29.450,  18.389, 1.2
41, FISV,   0.000,   0.000,   0.000, 1.2
42, GILD, 887.810,   0.000,   0.000, 1.2
43,  HAS,  78.720,   8.040,  10.213, 1.2
44, HSIC, 618.880,  77.840,  12.578, 1.2
45, HOLX,   0.000,   0.000,   0.000, 1.2
46, IDXX,   0.000,   0.000,   0.000, 1.2
47, ILMN,1077.690, 346.550,  32.157, 1.2
48, INCY,   0.000,   0.000,   0.000, 1.2
49, INTC,   0.000,   0.000,   0.000, 1.2
50, INTU,   0.000,   0.000,   0.000, 1.2
51, ISRG,   0.000,   0.000,   0.000, 1.2
52, JBHT,   0.000,   0.000,   0.000, 1.2
53,   JD,  21.730,   6.020,  27.704, 1.2
54, KLAC,   0.000,   0.000,   0.000, 1.2
55, LRCX,   0.000,   0.000,   0.000, 1.2
56,LBTYA, 213.670,  36.900,  17.270, 1.2
57,LBTYK, 150.360,  20.670,  13.747, 1.2
58, LILA, 118.410,   0.000,   0.000, 1.2
59,LILAK,  53.170,   0.000,   0.000, 1.2
60, QVCA,  59.450,  11.650,  19.596, 1.2
61,  MAR,   0.000,   0.000,   0.000, 1.2
62,  MAT, 146.460,   0.000,   0.000, 1.2
63, MXIM,   0.000,   0.000,   0.000, 1.2
